,City,Reporting Period,Total emissions (metric tonnes CO2e),GHG/Capita, Population ,Year Reported,Methodology/Protocol,CityName,Country,Region,City Location
136,City of Denver,2015,943176.0, 1.382 ,682545.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Denver,USA,North America,"(39.737567, -104.9847179)"
186,City of Iowa City,2016,933127.0, 12.542 ,74398.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Iowa ,USA,North America,"(41.6611, -91.5302)"
517,Stadt Heidelberg,2011,879900.0, 6.070 ,144948.0,2016,Institut für Energie- und Umweltforschung Heidelberg GmbH,Heidelberg,Germany,Europe,"(49.398752, 8.672434)"
518,Stadt Heidelberg,2015,806000.0, 5.508 ,146333.0,2017,Other: IFEU,Heidelberg,Germany,Europe,"(49.398752, 8.672434)"
570,Wellington City Council,2014,773061.0, 3.615 ,213847.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Wellington,New Zealand,South Asia and Oceania,"(26.661763, -80.268357)"
302,"City of Somerville, MA",2016,612200.0, 7.700 ,79507.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Somerville, MA",USA,North America,"(42.393449, -71.082647)"
301,"City of Somerville, MA",2014,598143.0, 7.581 ,78900.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Somerville, MA",USA,North America,"(42.393449, -71.082647)"
300,"City of Somerville, MA",2014,586308.0, 7.431 ,78900.0,2016,,"Somerville, MA",USA,North America,"(42.393449, -71.082647)"
46,City of Adelaide,2015,573347.0, 24.279 ,23615.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Adelaide,Australia,South Asia and Oceania,"(-34.928499, 138.600746)"
47,City of Adelaide,2016,537482.0, 22.474 ,23916.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Adelaide,Australia,South Asia and Oceania,"(-34.928499, 138.600746)"
45,City of Adelaide,2013,486541.0, 21.000 ,23169.0,2016,,Adelaide,Australia,South Asia and Oceania,"(-34.928499, 138.600746)"
551,Town of Blacksburg,2012,383747.0, 8.725 ,43985.0,2016,We used the 2010 version of the ICLEI Protocol,Blacksburg,USA,North America,"(37.2296, -80.4139)"
376,Gladsaxe Kommune,2014,362078.0, 5.432 ,66656.0,2016,,Gladsaxe,Denmark,Europe,"(55.733461, 12.488686)"
552,Town of Blacksburg,2015,347483.0, 7.859 ,44215.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Blacksburg,USA,North America,"(37.2296, -80.4139)"
553,Town of Blacksburg,2016,334388.0, 7.504 ,44563.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Blacksburg,USA,North America,"(37.2296, -80.4139)"
378,Gladsaxe Kommune,2017,332767.0, 4.838 ,68775.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Gladsaxe,Denmark,Europe,"(55.733461, 12.488686)"
377,Gladsaxe Kommune,2015,331282.0, 4.919 ,67347.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Gladsaxe,Denmark,Europe,"(55.733461, 12.488686)"
400,Hoeje-Taastrup Kommune,2014,297000.0, 5.940 ,50002.0,2016,National standard for municipalities in Denmark,Hoeje-Taastrup,Denmark,Europe,"(55.656328, 12.2898)"
401,Hoeje-Taastrup Kommune,2016,275461.0, 5.514 ,49960.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Hoeje-Taastrup,Denmark,Europe,"(55.656328, 12.2898)"
402,Hoeje-Taastrup Kommune,2017,252209.0, 5.019 ,50246.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Hoeje-Taastrup,Denmark,Europe,"(55.656328, 12.2898)"
368,Egedal Municipality,2015,213427.0, 5.082 ,42000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Egedal,Denmark,Europe,"(55.795045, 12.238733)"
237,City of North Vancouver,2015,211975.0, 4.007 ,52898.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",North Vancouver,Canada,North America,"(49.32, -123.0724)"
235,City of North Vancouver,2010,196840.0, 3.760 ,52346.0,2016,Partners for Climate Protection - Canadian Supplement to the International Emissions Analysis Protocol,North Vancouver,Canada,North America,"(49.32, -123.0724)"
367,Egedal Municipality,2015,188407.0, 4.375 ,43063.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Egedal,Denmark,Europe,"(55.795045, 12.238733)"
236,City of North Vancouver,2015,187055.0, 3.536 ,52898.0,2017,Other: ICLEI Partners for Climate Protection,North Vancouver,Canada,North America,"(49.32, -123.0724)"
366,Egedal Municipality,2014,179535.0, 4.275 ,42000.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Egedal,Denmark,Europe,"(55.795045, 12.238733)"
150,"City of Emeryville, CA",2014,171413.0, 16.217 ,10570.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Emeryville, CA",USA,North America,"(37.831316, -122.285247)"
149,"City of Emeryville, CA",2014,167728.0, 15.868 ,10570.0,2016,,"Emeryville, CA",USA,North America,"(37.831316, -122.285247)"
151,"City of Emeryville, CA",2016,160428.0, 13.376 ,11994.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Emeryville, CA",USA,North America,"(37.831316, -122.285247)"
501,Región Metropolitana de Santiago,2016,, -   ,7915199.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Santiago,Chile,Latin America,"(-33.44889, -70.669265)"
